price,date,media_movel_7d,media_movel_30d,bitcoin_return,Price_M
116519.0490967918,2025-07-25 19:09:24.756,,,,0.12
116745.4889961425,2025-07-25 20:02:39.370,,,0.0019433723593351,0.12
117127.88858325907,2025-07-25 21:09:17.842,,,0.0032754977550286,0.12
117186.56279263442,2025-07-25 22:03:01.214,,,0.0005009414075933,0.12
117306.17719953186,2025-07-25 23:09:29.677,,,0.001020717768718,0.12
117518.68467257165,2025-07-26 00:08:48.417,,,0.0018115625119923,0.12
117465.1713561606,2025-07-26 01:02:49.521,117124.14609958456,,-0.0004553600694233,0.12
117305.49073255136,2025-07-26 02:04:39.679,117236.49490469309,,-0.0013593869720335,0.12
117544.02499277687,2025-07-26 03:08:26.039,117350.57147564084,,0.0020334449712109,0.12
117522.98159427884,2025-07-26 04:09:43.823,117407.01333435797,,-0.0001790256756933,0.12
117512.78729380987,2025-07-26 05:09:54.411,117453.61683452583,,-8.674303809041994e-05,0.12
117476.4239653346,2025-07-26 06:09:20.424,117477.93780106911,,-0.0003094414600546,0.12
117386.69469760296,2025-07-26 07:03:54.060,117459.08209035933,,-0.0007638065979784,0.12
117356.22764742612,2025-07-26 08:04:03.805,117443.51870339725,,-0.0002595443227643,0.12
117592.69694383748,2025-07-26 09:09:47.097,117484.5481621524,,0.0020149701566904,0.12
117603.87798094402,2025-07-26 10:04:53.182,117493.0985890334,,9.50827508605645e-05,0.12
118024.20870108432,2025-07-26 11:02:23.419,117564.7024614342,,0.0035741229571393,0.12
117832.15299624282,2025-07-26 12:04:19.177,117610.32613321034,,-0.0016272568734428,0.12
117936.62604062288,2025-07-26 13:04:26.755,117676.06928682294,,0.0008866259482112,0.12
118172.68047489724,2025-07-26 14:01:48.478,117788.35296929356,,0.0020015362673937,0.12
118127.59555171018,2025-07-26 15:04:40.850,117898.54838419126,,-0.000381517310142,0.12
118143.08160937412,2025-07-26 16:07:33.044,117977.17476498222,,0.0001310960202958,0.12
118102.23966644936,2025-07-26 17:04:36.296,118048.369291483,,-0.0003456989810016,0.12
118079.04275303936,2025-07-26 18:09:46.972,118056.20272747656,,-0.0001964138315712,0.12
118120.07634924974,2025-07-26 19:04:46.446,118097.334635049,,0.0003475095601528,0.12
118269.19800714,2025-07-26 20:01:49.072,118144.84491598,,0.0012624581908442,0.12
117995.14181743098,2025-07-26 21:04:00.174,118119.48225062768,,-0.0023172237093589,0.12
118062.5845345368,2025-07-26 22:04:11.898,118110.19496246004,,0.0005715719822614,0.12
118101.98823621588,2025-07-26 23:06:19.130,118104.3244805803,,0.0003337526603746,0.12
117959.54234360624,2025-07-27 00:07:19.870,118083.93914874556,117669.87958757512,-0.0012061261180864,0.12
117945.5247329599,2025-07-27 01:05:16.335,118064.86514587708,117717.4287754474,-0.0001188340541837,0.12
118130.63946677244,2025-07-27 02:03:59.941,118066.37416266603,117763.60045780172,0.0015694934948289,0.12
118326.34147543133,2025-07-27 03:04:41.850,118074.5375152791,117803.5488875408,0.0016566574898961,0.12
118212.9583457746,2025-07-27 04:03:37.955,118105.6541621853,117837.76207264548,-0.0009582239106095,0.12
