price,date,media_movel_7d,media_movel_30d,ethereum_return
3579.5079923156263,2025-08-05 17:09:34.881,3620.1847924099225,3651.482964229501,0.004159563905808961
3601.568658376305,2025-08-05 18:09:27.673,3609.640903915348,3653.017023857217,0.006163044225082848
3573.920908199738,2025-08-05 19:00:55.975,3595.9592276369044,3653.1427115563047,-0.007676585621175236
3572.1206331315448,2025-08-05 20:01:20.850,3587.638618311678,3651.57445452799,-0.0005037254920954304
3578.6860670333263,2025-08-05 21:09:07.392,3577.4091931816197,3649.5695402956103,0.0018379653365809823
3560.330481668972,2025-08-05 22:09:57.593,3575.8307452567324,3646.6703053416663,-0.00512914098094408
3599.846423184819,2025-08-05 23:09:32.073,3580.85445198719,3643.7113732898697,0.011098953234623066
3611.964869972736,2025-08-06 00:09:11.769,3585.491148795349,3641.2657205720675,0.0033663788293489816
3577.4761833213793,2025-08-06 01:09:06.486,3582.049366644645,3637.9731098773987,-0.009548455727814709
3589.4499094441207,2025-08-06 02:09:00.116,3584.267795393843,3635.400380737535,0.0033469757754263085
3589.1347285064157,2025-08-06 03:09:00.032,3586.6983804473957,3631.56611468022,-8.780758769633135e-05
3582.2128791997784,2025-08-06 04:09:26.926,3587.2022107568887,3627.026276830219,-0.0019285565547766392
3575.691187845531,2025-08-06 05:09:39.017,3589.3965973535405,3621.87229154707,-0.0018205761561842504
3631.7458312909357,2025-08-06 06:09:50.633,3593.953655654414,3619.0735187615983,0.01567658964396723
3632.919455573115,2025-08-06 07:09:27.173,3596.947167883039,3616.904926864299,0.00032315705357666147
3638.585570975066,2025-08-06 08:09:18.746,3605.6770804049947,3615.4496708070888,0.0015596589660853422
